May 12 18:11:44.916 VTTY: Console port: waiting connection on tcp port 5011 for protocol IPv6 (FD 11)
May 12 18:11:44.917 VTTY: Console port: waiting connection on tcp port 5011 for protocol IPv4 (FD 12)
May 12 18:11:44.921 slot0: C/H/S settings = 0/4/32
May 12 18:11:44.921 slot1: C/H/S settings = 0/4/32
May 12 18:11:45.162 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x602701e4,JIT on)
May 12 18:11:45.257 CPU0: CPU_STATE: Starting CPU (old state=2)...
May 12 18:11:45.318 ROM: Microcode has started.
May 12 18:11:45.373 ROM: trying to read bootvar 'WARM_REBOOT'
May 12 18:11:45.375 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80c01d08 (size=1)
May 12 18:11:45.375 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80c01d1c (size=1)
May 12 18:11:45.455 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x60270924 (size=2)
May 12 18:11:45.456 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60278658 (size=2)
May 12 18:11:45.456 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60278668 (size=2)
May 12 18:11:45.456 ROM: unhandled syscall 0x00000047 at pc=0x60c034b4 (a1=0x80007df4,a2=0x639849a4,a3=0x0000011c)
May 12 18:11:46.412 ROM: trying to read bootvar 'RANDOM_NUM'
May 12 18:11:46.439 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x60285f8c (size=2)
May 12 18:42:17.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:17.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:18.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:18.466 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:18.711 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:18.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:19.219 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:19.474 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:19.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:19.965 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:20.219 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:20.463 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:20.722 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:20.986 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:21.213 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:21.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:21.723 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:21.968 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:22.215 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:22.462 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:22.732 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:22.968 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:23.211 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:23.463 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:23.716 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:23.962 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:24.215 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:24.463 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:24.717 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:24.966 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:25.216 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:25.463 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:25.715 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:25.968 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:26.213 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:26.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:26.713 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:26.969 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:27.211 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:27.485 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:27.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:28.021 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:28.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:28.470 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:28.714 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:28.967 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:29.220 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:29.467 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:29.714 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:29.962 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:30.214 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:30.471 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:30.713 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:30.966 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:31.217 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:31.467 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:31.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:31.961 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:32.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:32.466 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:32.713 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:32.967 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:33.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:33.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:33.718 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:33.967 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:34.214 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:34.468 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:34.713 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:34.967 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:35.210 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:35.465 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:35.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:35.965 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:36.210 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:36.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:36.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:36.965 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:37.210 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:37.472 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:37.711 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:37.962 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:38.222 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:38.462 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:38.709 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:38.969 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:39.213 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:39.465 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:39.717 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:39.969 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:40.214 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:40.466 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:40.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:40.962 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:41.215 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:41.467 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:41.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:41.965 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:42.217 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:42.466 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:42.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:42.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:43.216 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:43.469 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:43.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:43.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:44.216 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:44.466 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:44.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:44.962 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:45.216 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:45.466 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:45.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:45.963 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:46.210 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:46.468 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:46.713 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:46.965 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:47.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:47.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:47.711 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:47.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:48.214 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:48.467 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:48.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:48.962 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:49.214 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:49.462 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:49.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:49.965 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:50.218 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:50.469 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:50.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:50.963 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:51.211 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:51.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:51.715 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:51.969 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:52.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:52.462 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:52.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:52.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:53.404 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:53.529 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:53.711 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:53.962 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:54.213 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:54.462 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:54.711 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:54.963 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:55.214 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:55.463 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:55.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:55.962 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:56.213 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:56.462 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:56.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:56.963 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:57.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:57.469 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:57.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:57.965 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:58.218 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:58.461 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:58.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:58.965 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:59.210 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:59.462 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:59.714 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:42:59.967 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:00.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:00.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:00.717 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:00.963 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:01.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:01.465 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:01.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:01.962 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:02.214 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:02.467 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:02.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:02.962 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:03.214 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:03.465 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:03.718 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:03.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:04.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:04.462 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:04.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:04.962 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:05.213 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:05.465 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:05.713 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:05.969 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:06.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:06.466 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:06.711 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:06.962 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:07.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:07.465 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:07.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:07.962 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:08.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x609196c8 (size=1)
May 12 18:43:08.324 C3745_STOP: stopping simulation.
May 12 18:43:08.324 CPU0: CPU_STATE: Halting CPU (old state=0)...
May 12 18:43:08.398 VM: shutdown procedure engaged.
May 12 18:43:08.398 VM_OBJECT: Shutdown of object "ns16552"
May 12 18:43:08.399 DEVICE: Removal of device ns16552, fd=-1, host_addr=0x0, flags=0
May 12 18:43:08.399 VM_OBJECT: Shutdown of object "mem_bswap"
May 12 18:43:08.399 DEVICE: Removal of device mem_bswap, fd=-1, host_addr=0x0, flags=0
May 12 18:43:08.399 VM_OBJECT: Shutdown of object "rom"
May 12 18:43:08.399 DEVICE: Removal of device rom, fd=15, host_addr=0x7fb102dfe000, flags=1
May 12 18:43:08.399 MMAP: unmapping of device 'rom', fd=15, host_addr=0x7fb102dfe000, len=0x200000
May 12 18:43:08.399 VM_OBJECT: Shutdown of object "ram"
May 12 18:43:08.400 DEVICE: Removal of device ram, fd=14, host_addr=0x7fb0ec000000, flags=34
May 12 18:43:08.400 MMAP: unmapping of device 'ram', fd=14, host_addr=0x7fb0ec000000, len=0x10000000
May 12 18:43:08.453 VM_OBJECT: Shutdown of object "gt96100"
May 12 18:43:08.453 DEVICE: Removal of device gt96100, fd=-1, host_addr=0x0, flags=0
May 12 18:43:08.453 VM_OBJECT: Shutdown of object "io_fpga"
May 12 18:43:08.453 DEVICE: Removal of device io_fpga, fd=-1, host_addr=0x0, flags=0
May 12 18:43:08.453 VM_OBJECT: Shutdown of object "ssa"
May 12 18:43:08.454 DEVICE: Removal of device ssa, fd=13, host_addr=0x7fb10c9e4000, flags=2
May 12 18:43:08.454 MMAP: unmapping of device 'ssa', fd=13, host_addr=0x7fb10c9e4000, len=0x7000
May 12 18:43:08.454 VM_OBJECT: Shutdown of object "remote_ctrl"
May 12 18:43:08.454 DEVICE: Removal of device remote_ctrl, fd=-1, host_addr=0x0, flags=0
May 12 18:43:08.454 VM: removing PCI busses.
May 12 18:43:08.455 VM: deleting VTTY.
May 12 18:43:08.455 VTTY: Console port: closing FD 11
May 12 18:43:08.455 VTTY: Console port: closing FD 12
May 12 18:43:08.473 VM: deleting system CPUs.
May 12 18:43:08.473 CPU0: CPU_STATE: Halting CPU (old state=1)...
May 12 18:43:08.508 VM: shutdown procedure completed.
May 12 18:52:00.384 VTTY: Console port: waiting connection on tcp port 5011 for protocol IPv6 (FD 11)
May 12 18:52:00.384 VTTY: Console port: waiting connection on tcp port 5011 for protocol IPv4 (FD 12)
May 12 18:52:00.385 slot0: C/H/S settings = 0/4/32
May 12 18:52:00.385 slot1: C/H/S settings = 0/4/32
May 12 18:52:00.611 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x602701e4,JIT on)
May 12 18:52:00.612 CPU0: CPU_STATE: Starting CPU (old state=2)...
May 12 18:52:00.797 ROM: Microcode has started.
May 12 18:52:00.803 ROM: trying to read bootvar 'WARM_REBOOT'
May 12 18:52:00.809 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80c01d08 (size=1)
May 12 18:52:00.809 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80c01d1c (size=1)
May 12 18:52:00.967 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x60270924 (size=2)
May 12 18:52:00.968 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60278658 (size=2)
May 12 18:52:00.968 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60278668 (size=2)
May 12 18:52:00.968 ROM: unhandled syscall 0x00000047 at pc=0x60c034b4 (a1=0x80007df4,a2=0x639849a4,a3=0x0000011c)
May 12 18:52:01.551 ROM: trying to read bootvar 'RANDOM_NUM'
May 12 18:52:01.592 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x60285f8c (size=2)
May 12 18:52:01.594 CPU0: PCI: read request for device 'gt96100' at pc=0x60288e78: bus=0,device=0,function=0,reg=0x00
May 12 18:52:01.594 CPU0: PCI: read request for device 'gt96100' at pc=0x60288e7c: bus=0,device=0,function=0,reg=0x00
May 12 18:52:01.594 CPU0: PCI: read request for device 'gt96100' at pc=0x60288c2c: bus=0,device=0,function=0,reg=0x08
May 12 18:52:01.594 CPU0: PCI: write request (data=0x00000000) for device 'gt96100' at pc=0x60288d74: bus=0,device=0,function=0,reg=0x10
